Airline,Journey_Date,Journey_Day,Journey_Month,Flight_Time_Slot,Source,Destination,Route,Airports_Visited,Route_Type,Departure_Time,Arrival_Time,Arrival_Day,Duration,Total_Stops,Additional_Info,Price,Duration_Minutes,Extra_Baggage_Payment
SpiceJet,03-03-2019,Sunday,March,Afternoon,Kolkata,Banglore,CCU → BLR,2,Direct,17:15,19:45,03-03-2019,2h 30m,0,No info,6251,150,No
Jet Airways,27-03-2019,Wednesday,March,Night,Delhi,Cochin,DEL → MAA → BOM → COK,4,Two Stops,5:10,4:25,28-03-2019,23h 15m,2,In-flight meal not included,9412,1395,No
SpiceJet,15-03-2019,Friday,March,Evening,Kolkata,Banglore,CCU → BLR,2,Direct,22:20,0:40,16-03-2019,2h 20m,0,No check-in baggage included,3815,140,No
Air India,15-05-2019,Wednesday,May,Evening,Mumbai,Hyderabad,BOM → HYD,2,Direct,19:30,20:45,15-05-2019,1h 15m,0,No info,3100,75,No
Vistara,21-06-2019,Friday,June,Afternoon,Delhi,Cochin,DEL → COK,2,Direct,14:40,17:50,21-06-2019,3h 10m,0,No info,6216,190,No
Multiple carriers,27-06-2019,Thursday,June,Afternoon,Delhi,Cochin,DEL → BOM → COK,3,One Stop,14:00,1:30,28-06-2019,11h 30m,1,No info,13377,690,No
IndiGo,21-03-2019,Thursday,March,Morning,Banglore,New Delhi,BLR → HYD → DEL,3,One Stop,7:30,12:20,21-03-2019,4h 50m,1,No info,5694,290,No
Air India,21-05-2019,Tuesday,May,Afternoon,Kolkata,Banglore,CCU → VNS → DEL → BLR,4,Two Stops,14:30,12:30,22-05-2019,22h,2,No info,15107,1320,No
Air India,09-03-2019,Saturday,March,Evening,Delhi,Cochin,DEL → BOM → COK,3,One Stop,23:00,19:15,10-03-2019,20h 15m,1,No info,11260,1215,No
Air India,27-05-2019,Monday,May,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,8:00,19:15,27-05-2019,11h 15m,1,No info,9929,675,No
Air India,21-03-2019,Thursday,March,Evening,Delhi,Cochin,DEL → MAA → COK,3,One Stop,20:40,9:25,22-03-2019,12h 45m,1,No info,5642,765,No
Multiple carriers,09-05-2019,Thursday,May,Afternoon,Delhi,Cochin,DEL → BOM → COK,3,One Stop,13:00,1:30,10-05-2019,12h 30m,1,No info,15078,750,No
Multiple carriers,12-06-2019,Wednesday,June,Afternoon,Delhi,Cochin,DEL → BOM → COK,3,One Stop,14:00,1:30,13-06-2019,11h 30m,1,No info,13377,690,No
Air India,15-05-2019,Wednesday,May,Evening,Kolkata,Banglore,CCU → DEL → COK → BLR,4,Two Stops,20:30,13:45,16-05-2019,17h 15m,2,No info,16057,1035,No
Jet Airways,18-03-2019,Monday,March,Night,Banglore,New Delhi,BLR → BOM → DEL,3,One Stop,5:45,10:45,18-03-2019,5h,1,No info,12284,300,No
Jet Airways,18-03-2019,Monday,March,Evening,Mumbai,Hyderabad,BOM → HYD,2,Direct,19:35,21:05,18-03-2019,1h 30m,0,No info,5678,90,No
Multiple carriers,03-03-2019,Sunday,March,Evening,Delhi,Cochin,DEL → BOM → COK,3,One Stop,18:00,1:35,04-03-2019,7h 35m,1,No info,17703,455,No
IndiGo,03-06-2019,Monday,June,Morning,Banglore,Delhi,BLR → DEL,2,Direct,7:10,10:05,03-06-2019,2h 55m,0,No info,4823,175,No
Air India,01-04-2019,Monday,April,Night,Kolkata,Banglore,CCU → IXR → BBI → BLR,4,Two Stops,5:50,13:15,01-04-2019,7h 25m,2,No info,5562,445,No
IndiGo,06-03-2019,Wednesday,March,Night,Delhi,Cochin,DEL → BBI → COK,3,One Stop,2:35,8:30,06-03-2019,5h 55m,1,No info,13790,355,No
Jet Airways,01-05-2019,Wednesday,May,Afternoon,Kolkata,Banglore,CCU → BOM → BLR,3,One Stop,16:30,8:15,02-05-2019,15h 45m,1,In-flight meal not included,8586,945,No
Multiple carriers,27-05-2019,Monday,May,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,7:30,19:00,27-05-2019,11h 30m,1,No info,11264,690,No
Jet Airways,12-05-2019,Sunday,May,Evening,Kolkata,Banglore,CCU → BOM → BLR,3,One Stop,18:55,4:40,13-05-2019,9h 45m,1,In-flight meal not included,9663,585,No
IndiGo,06-06-2019,Thursday,June,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,8:30,21:00,06-06-2019,12h 30m,1,No info,6416,750,No
IndiGo,09-03-2019,Saturday,March,Afternoon,Delhi,Cochin,DEL → BOM → COK,3,One Stop,16:00,21:00,09-03-2019,5h,1,No info,7725,300,No
Jet Airways,01-06-2019,Saturday,June,Afternoon,Delhi,Cochin,DEL → NAG → BOM → COK,4,Two Stops,14:35,12:35,02-06-2019,22h,2,No info,13376,1320,No
Jet Airways,24-03-2019,Sunday,March,Afternoon,Kolkata,Banglore,CCU → BOM → BLR,3,One Stop,13:55,12:00,25-03-2019,22h 5m,1,No info,14231,1325,No
Jet Airways,03-03-2019,Sunday,March,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,11:30,4:25,04-03-2019,16h 55m,1,No info,19828,1015,No
Jet Airways,27-03-2019,Wednesday,March,Morning,Mumbai,Hyderabad,BOM → HYD,2,Direct,7:10,8:35,27-03-2019,1h 25m,0,No info,8040,85,No
Air India,01-03-2019,Friday,March,Afternoon,Banglore,New Delhi,BLR → DEL,2,Direct,17:00,19:45,01-03-2019,2h 45m,0,No info,25913,165,No
Jet Airways,21-05-2019,Tuesday,May,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,9:00,19:00,21-05-2019,10h,1,No info,16079,600,No
Air India,03-03-2019,Sunday,March,Evening,Mumbai,Hyderabad,BOM → HYD,2,Direct,21:05,22:25,03-03-2019,1h 20m,0,No info,4937,80,No
Air India,27-06-2019,Thursday,June,Afternoon,Delhi,Cochin,DEL → HYD → BOM → COK,4,Two Stops,17:15,7:40,28-06-2019,14h 25m,2,No info,13039,865,No
Jet Airways,01-05-2019,Wednesday,May,Evening,Kolkata,Banglore,CCU → DEL → BLR,3,One Stop,20:25,14:25,02-05-2019,18h,1,In-flight meal not included,9314,1080,No
SpiceJet,27-06-2019,Thursday,June,Afternoon,Delhi,Cochin,DEL → BLR → COK,3,One Stop,17:55,22:50,27-06-2019,4h 55m,1,No info,4957,295,No
Multiple carriers,03-03-2019,Sunday,March,Night,Delhi,Cochin,DEL → BOM → COK,3,One Stop,4:00,11:30,03-03-2019,7h 30m,1,No info,14973,450,No
Jet Airways,09-06-2019,Sunday,June,Morning,Kolkata,Banglore,CCU → BOM → BLR,3,One Stop,8:25,16:20,09-06-2019,7h 55m,1,No info,14571,475,No
IndiGo,06-05-2019,Monday,May,Afternoon,Kolkata,Banglore,CCU → BLR,2,Direct,14:25,16:55,06-05-2019,2h 30m,0,No info,5224,150,No
Multiple carriers,24-06-2019,Monday,June,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,9:15,19:00,24-06-2019,9h 45m,1,No info,11622,585,No
GoAir,27-05-2019,Monday,May,Evening,Banglore,Delhi,BLR → DEL,2,Direct,20:55,23:40,27-05-2019,2h 45m,0,No info,3419,165,No
Jet Airways,01-06-2019,Saturday,June,Night,Delhi,Cochin,DEL → BHO → BOM → COK,4,Two Stops,5:30,12:35,01-06-2019,7h 5m,2,In-flight meal not included,13344,425,No
IndiGo,06-06-2019,Thursday,June,Afternoon,Delhi,Cochin,DEL → BOM → COK,3,One Stop,16:00,1:30,07-06-2019,9h 30m,1,No info,6316,570,No
IndiGo,21-06-2019,Friday,June,Afternoon,Mumbai,Hyderabad,BOM → HYD,2,Direct,16:55,18:25,21-06-2019,1h 30m,0,No info,4392,90,No
Jet Airways,18-05-2019,Saturday,May,Afternoon,Delhi,Cochin,DEL → AMD → BOM → COK,4,Two Stops,13:25,4:25,19-05-2019,15h,2,No info,16704,900,No
Jet Airways,12-06-2019,Wednesday,June,Evening,Kolkata,Banglore,CCU → BOM → BLR,3,One Stop,18:55,12:00,13-06-2019,17h 5m,1,In-flight meal not included,8529,1025,No
Jet Airways,12-06-2019,Wednesday,June,Afternoon,Delhi,Cochin,DEL → ATQ → BOM → COK,4,Two Stops,12:15,12:35,12-06-2019,24h 20m,2,No info,14300,1460,No
Multiple carriers,27-05-2019,Monday,May,Afternoon,Delhi,Cochin,DEL → BOM → COK,3,One Stop,13:00,1:30,28-05-2019,12h 30m,1,No info,7198,750,No
Jet Airways,12-06-2019,Wednesday,June,Evening,Delhi,Cochin,DEL → ATQ → BOM → COK,4,Two Stops,18:20,19:00,12-06-2019,24h 40m,2,No info,14300,1480,No
Jet Airways,03-04-2019,Wednesday,April,Evening,Banglore,Delhi,BLR → DEL,2,Direct,18:55,22:00,03-04-2019,3h 5m,0,No info,7229,185,No
SpiceJet,09-06-2019,Sunday,June,Morning,Kolkata,Banglore,CCU → BLR,2,Direct,9:00,11:25,09-06-2019,2h 25m,0,No check-in baggage included,3841,145,No
Jet Airways,01-05-2019,Wednesday,May,Morning,Banglore,Delhi,BLR → DEL,2,Direct,6:00,8:45,01-05-2019,2h 45m,0,In-flight meal not included,4030,165,No
Jet Airways,21-05-2019,Tuesday,May,Evening,Delhi,Cochin,DEL → BOM → COK,3,One Stop,20:55,4:25,22-05-2019,7h 30m,1,No info,16079,450,No
IndiGo,27-05-2019,Monday,May,Afternoon,Mumbai,Hyderabad,BOM → HYD,2,Direct,12:00,13:30,27-05-2019,1h 30m,0,No info,2754,90,No
IndiGo,03-06-2019,Monday,June,Night,Delhi,Cochin,DEL → BLR → COK,3,One Stop,5:10,10:05,03-06-2019,4h 55m,1,No info,6842,295,No
Vistara,24-03-2019,Sunday,March,Morning,Banglore,New Delhi,BLR → DEL,2,Direct,9:50,12:35,24-03-2019,2h 45m,0,No info,6138,165,No
Jet Airways,12-06-2019,Wednesday,June,Evening,Kolkata,Banglore,CCU → BOM → BLR,3,One Stop,20:00,4:40,13-06-2019,8h 40m,1,No info,12576,520,No
Jet Airways,12-05-2019,Sunday,May,Morning,Kolkata,Banglore,CCU → DEL → BLR,3,One Stop,9:35,14:25,12-05-2019,28h 50m,1,No info,13067,1730,No
Jet Airways,06-05-2019,Monday,May,Morning,Kolkata,Banglore,CCU → GAU → BLR,3,One Stop,10:20,17:35,06-05-2019,7h 15m,1,No info,9358,435,No
Jet Airways,09-05-2019,Thursday,May,Morning,Kolkata,Banglore,CCU → BOM → BLR,3,One Stop,8:25,4:40,10-05-2019,20h 15m,1,In-flight meal not included,8586,1215,No
Air India,06-04-2019,Saturday,April,Afternoon,Banglore,Delhi,BLR → DEL,2,Direct,13:20,16:10,06-04-2019,2h 50m,0,No info,5176,170,No
Air India,15-06-2019,Saturday,June,Evening,Delhi,Cochin,DEL → MAA → COK,3,One Stop,20:40,9:25,16-06-2019,12h 45m,1,No info,7480,765,No
Air India,06-06-2019,Thursday,June,Night,Kolkata,Banglore,CCU → IXR → DEL → BLR,4,Two Stops,5:50,12:30,06-06-2019,30h 40m,2,No info,12723,1840,No
Air India,01-04-2019,Monday,April,Morning,Kolkata,Banglore,CCU → BBI → BLR,3,One Stop,9:10,13:15,01-04-2019,4h 5m,1,No info,5793,245,No
Multiple carriers,12-06-2019,Wednesday,June,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,9:00,19:15,12-06-2019,10h 15m,1,No info,14848,615,No
Air India,15-05-2019,Wednesday,May,Night,Delhi,Cochin,DEL → AMD → BOM → COK,4,Two Stops,5:00,19:15,15-05-2019,38h 15m,2,No info,10493,2295,No
Jet Airways,09-05-2019,Thursday,May,Evening,Kolkata,Banglore,CCU → DEL → BLR,3,One Stop,20:25,18:00,10-05-2019,21h 35m,1,No info,11467,1295,No
Air India,27-05-2019,Monday,May,Night,Delhi,Cochin,DEL → BOM → COK,3,One Stop,3:50,19:15,27-05-2019,15h 25m,1,No info,9719,925,No
SpiceJet,15-04-2019,Monday,April,Evening,Kolkata,Banglore,CCU → BLR,2,Direct,22:20,0:40,16-04-2019,2h 20m,0,No info,3873,140,No
IndiGo,21-03-2019,Thursday,March,Night,Delhi,Cochin,DEL → MAA → COK,3,One Stop,2:05,7:25,21-03-2019,5h 20m,1,No info,4862,320,No
SpiceJet,03-04-2019,Wednesday,April,Morning,Banglore,Delhi,BLR → DEL,2,Direct,9:30,12:20,03-04-2019,2h 50m,0,No info,3971,170,No
Jet Airways,21-03-2019,Thursday,March,Morning,Banglore,New Delhi,BLR → BOM → DEL,3,One Stop,11:40,10:25,22-03-2019,22h 45m,1,In-flight meal not included,7832,1365,No
SpiceJet,21-05-2019,Tuesday,May,Morning,Banglore,Delhi,BLR → DEL,2,Direct,9:30,12:20,21-05-2019,2h 50m,0,No info,3625,170,No
Vistara,01-05-2019,Wednesday,May,Afternoon,Kolkata,Banglore,CCU → DEL → BLR,3,One Stop,17:00,18:50,01-05-2019,25h 50m,1,No info,8610,1550,No
Multiple carriers,21-03-2019,Thursday,March,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,9:00,15:30,21-03-2019,6h 30m,1,No info,14486,390,No
SpiceJet,09-05-2019,Thursday,May,Morning,Kolkata,Banglore,CCU → BLR,2,Direct,9:00,11:25,09-05-2019,2h 25m,0,No check-in baggage included,3841,145,No
Jet Airways,09-05-2019,Thursday,May,Afternoon,Kolkata,Banglore,CCU → BOM → BLR,3,One Stop,14:05,4:40,10-05-2019,14h 35m,1,No info,13941,875,No
IndiGo,12-05-2019,Sunday,May,Evening,Banglore,Delhi,BLR → DEL,2,Direct,18:55,21:50,12-05-2019,2h 55m,0,No info,4823,175,No
Air India,01-05-2019,Wednesday,May,Morning,Kolkata,Banglore,CCU → BBI → BOM → BLR,4,Two Stops,9:10,21:50,01-05-2019,12h 40m,2,No info,12009,760,No
SpiceJet,21-06-2019,Friday,June,Morning,Chennai,Kolkata,MAA → CCU,2,Direct,8:20,10:35,21-06-2019,2h 15m,0,No info,3597,135,No
Multiple carriers,03-03-2019,Sunday,March,Afternoon,Delhi,Cochin,DEL → BOM → COK,3,One Stop,16:00,1:35,04-03-2019,9h 35m,1,No info,21226,575,No
Jet Airways,09-06-2019,Sunday,June,Evening,Delhi,Cochin,DEL → BOM → COK,3,One Stop,19:15,12:35,10-06-2019,17h 20m,1,In-flight meal not included,10577,1040,No
Air Asia,12-05-2019,Sunday,May,Morning,Kolkata,Banglore,CCU → DEL → BLR,3,One Stop,7:35,19:25,12-05-2019,11h 50m,1,No info,5320,710,No
IndiGo,21-03-2019,Thursday,March,Morning,Banglore,New Delhi,BLR → DEL,2,Direct,7:10,10:05,21-03-2019,2h 55m,0,No info,6860,175,No
SpiceJet,21-03-2019,Thursday,March,Evening,Mumbai,Hyderabad,BOM → HYD,2,Direct,22:45,0:10,22-03-2019,1h 25m,0,No info,1759,85,No
Jet Airways,27-03-2019,Wednesday,March,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,11:30,4:25,28-03-2019,16h 55m,1,No info,12242,1015,No
SpiceJet,03-06-2019,Monday,June,Evening,Kolkata,Banglore,CCU → BLR,2,Direct,22:20,0:40,04-06-2019,2h 20m,0,No check-in baggage included,3841,140,No
Jet Airways,27-05-2019,Monday,May,Afternoon,Banglore,Delhi,BLR → DEL,2,Direct,15:15,18:10,27-05-2019,2h 55m,0,In-flight meal not included,3502,175,No
Jet Airways,09-05-2019,Thursday,May,Afternoon,Kolkata,Banglore,CCU → BOM → BLR,3,One Stop,14:05,23:35,09-05-2019,9h 30m,1,In-flight meal not included,10844,570,No
IndiGo,09-04-2019,Tuesday,April,Evening,Kolkata,Banglore,CCU → BLR,2,Direct,21:25,0:05,10-04-2019,2h 40m,0,No info,4174,160,No
Jet Airways,09-06-2019,Sunday,June,Morning,Kolkata,Banglore,CCU → GAU → BLR,3,One Stop,10:20,17:35,09-06-2019,7h 15m,1,In-flight meal not included,5608,435,No
IndiGo,24-05-2019,Friday,May,Morning,Kolkata,Banglore,CCU → PAT → BLR,3,One Stop,9:20,14:15,24-05-2019,4h 55m,1,No info,9376,295,No
Jet Airways,06-05-2019,Monday,May,Evening,Kolkata,Banglore,CCU → BOM → BLR,3,One Stop,21:10,16:20,07-05-2019,19h 10m,1,No info,13584,1150,No
Multiple carriers,24-06-2019,Monday,June,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,8:30,19:15,24-06-2019,10h 45m,1,No info,7354,645,No
Jet Airways,12-05-2019,Sunday,May,Evening,Kolkata,Banglore,CCU → BOM → BLR,3,One Stop,20:00,18:15,13-05-2019,22h 15m,1,In-flight meal not included,10844,1335,No
Jet Airways,12-05-2019,Sunday,May,Evening,Kolkata,Banglore,CCU → BOM → BLR,3,One Stop,18:55,8:15,13-05-2019,13h 20m,1,No info,14388,800,No
Jet Airways,18-05-2019,Saturday,May,Night,Kolkata,Banglore,CCU → BOM → BLR,3,One Stop,5:45,16:20,18-05-2019,10h 35m,1,No info,14781,635,No
Air India,27-05-2019,Monday,May,Afternoon,Delhi,Cochin,DEL → JAI → BOM → COK,4,Two Stops,12:00,19:15,27-05-2019,7h 15m,2,No info,9653,435,No
Jet Airways,09-06-2019,Sunday,June,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,10:00,4:25,10-06-2019,18h 25m,1,In-flight meal not included,10262,1105,No
IndiGo,06-06-2019,Thursday,June,Morning,Delhi,Cochin,DEL → HYD → COK,3,One Stop,6:50,22:30,06-06-2019,15h 40m,1,No info,6674,940,No
IndiGo,03-03-2019,Sunday,March,Morning,Delhi,Cochin,DEL → HYD → COK,3,One Stop,8:35,16:10,03-03-2019,7h 35m,1,No info,7663,455,No
SpiceJet,18-04-2019,Thursday,April,Night,Banglore,Delhi,BLR → DEL,2,Direct,5:55,8:35,18-04-2019,2h 40m,0,No check-in baggage included,4319,160,No
Jet Airways,18-05-2019,Saturday,May,Night,Delhi,Cochin,DEL → BOM → COK,3,One Stop,2:15,19:00,18-05-2019,16h 45m,1,In-flight meal not included,12373,1005,No
Jet Airways,09-04-2019,Tuesday,April,Evening,Delhi,Cochin,DEL → BOM → COK,3,One Stop,22:50,4:25,10-04-2019,5h 35m,1,No info,12242,335,No
Jet Airways,27-05-2019,Monday,May,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,8:00,19:00,27-05-2019,11h,1,No info,16289,660,No
GoAir,03-06-2019,Monday,June,Evening,Banglore,Delhi,BLR → DEL,2,Direct,20:55,23:40,03-06-2019,2h 45m,0,No info,3419,165,No
Jet Airways,01-04-2019,Monday,April,Morning,Kolkata,Banglore,CCU → BOM → BLR,3,One Stop,8:25,16:20,01-04-2019,7h 55m,1,In-flight meal not included,7851,475,No
Jet Airways,18-03-2019,Monday,March,Night,Banglore,New Delhi,BLR → BOM → DEL,3,One Stop,5:45,15:15,18-03-2019,9h 30m,1,No info,12284,570,No
IndiGo,15-06-2019,Saturday,June,Night,Delhi,Cochin,DEL → BLR → COK,3,One Stop,2:00,7:45,15-06-2019,5h 45m,1,No info,6386,345,No
Jet Airways,27-06-2019,Thursday,June,Evening,Delhi,Cochin,DEL → AMD → BOM → COK,4,Two Stops,23:05,4:25,28-06-2019,29h 20m,2,No info,15339,1760,No
SpiceJet,12-05-2019,Sunday,May,Evening,Mumbai,Hyderabad,BOM → HYD,2,Direct,22:45,0:15,13-05-2019,1h 30m,0,No info,2017,90,No
Jet Airways,18-05-2019,Saturday,May,Night,Delhi,Cochin,DEL → BHO → BOM → COK,4,Two Stops,5:30,12:35,18-05-2019,7h 5m,2,No info,16274,425,No
IndiGo,21-03-2019,Thursday,March,Evening,Delhi,Cochin,DEL → TRV → COK,3,One Stop,21:05,1:45,22-03-2019,4h 40m,1,No info,5947,280,No
Jet Airways,21-03-2019,Thursday,March,Morning,Mumbai,Hyderabad,BOM → HYD,2,Direct,7:10,8:35,21-03-2019,1h 25m,0,No info,8040,85,No
Jet Airways,12-06-2019,Wednesday,June,Morning,Delhi,Cochin,DEL → JAI → BOM → COK,4,Two Stops,9:40,12:35,12-06-2019,26h 55m,2,In-flight meal not included,10368,1615,No
Air India,18-05-2019,Saturday,May,Evening,Delhi,Cochin,DEL → BLR → COK,3,One Stop,20:30,23:00,18-05-2019,26h 30m,1,No info,8907,1590,No
IndiGo,06-06-2019,Thursday,June,Morning,Mumbai,Hyderabad,BOM → HYD,2,Direct,6:25,7:55,06-06-2019,1h 30m,0,No info,4049,90,No
Air India,03-03-2019,Sunday,March,Morning,Banglore,New Delhi,BLR → DEL,2,Direct,10:00,12:45,03-03-2019,2h 45m,0,No info,8588,165,No
Jet Airways,27-05-2019,Monday,May,Evening,Banglore,Delhi,BLR → DEL,2,Direct,19:50,22:50,27-05-2019,3h,0,No info,7229,180,No
IndiGo,06-05-2019,Monday,May,Evening,Banglore,Delhi,BLR → DEL,2,Direct,21:15,0:15,07-05-2019,3h,0,No info,3943,180,No
Air Asia,03-05-2019,Friday,May,Evening,Banglore,Delhi,BLR → DEL,2,Direct,23:55,2:45,04-05-2019,2h 50m,0,No info,4483,170,No
Air India,21-05-2019,Tuesday,May,Afternoon,Kolkata,Banglore,CCU → BBI → BOM → BLR,4,Two Stops,12:00,18:30,21-05-2019,30h 30m,2,No info,10151,1830,No
IndiGo,18-06-2019,Tuesday,June,Evening,Banglore,Delhi,BLR → DEL,2,Direct,22:10,1:00,19-06-2019,2h 50m,0,No info,3419,170,No
Air India,18-05-2019,Saturday,May,Morning,Delhi,Cochin,DEL → GOI → BOM → COK,4,Two Stops,10:55,7:40,19-05-2019,20h 45m,2,No info,13486,1245,No
Vistara,09-06-2019,Sunday,June,Evening,Kolkata,Banglore,CCU → DEL → BLR,3,One Stop,20:20,18:50,10-06-2019,22h 30m,1,No info,8610,1350,No
GoAir,15-06-2019,Saturday,June,Morning,Banglore,Delhi,BLR → DEL,2,Direct,11:40,14:30,15-06-2019,2h 50m,0,No info,3898,170,No
Air India,24-03-2019,Sunday,March,Morning,Kolkata,Banglore,CCU → BBI → BOM → BLR,4,Two Stops,9:10,11:10,24-03-2019,26h,2,No info,15187,1560,No
IndiGo,01-03-2019,Friday,March,Night,Delhi,Cochin,DEL → HYD → MAA → COK,4,Two Stops,4:55,21:20,01-03-2019,16h 25m,2,No info,10278,985,No
IndiGo,15-04-2019,Monday,April,Morning,Delhi,Cochin,DEL → HYD → COK,3,One Stop,6:50,16:10,15-04-2019,9h 20m,1,No info,6442,560,No
Jet Airways,03-06-2019,Monday,June,Night,Delhi,Cochin,DEL → BHO → BOM → COK,4,Two Stops,5:30,12:35,03-06-2019,7h 5m,2,In-flight meal not included,13344,425,No
Air India,15-03-2019,Friday,March,Morning,Banglore,New Delhi,BLR → HYD → DEL,3,One Stop,8:15,8:50,15-03-2019,24h 35m,1,No info,5521,1475,No
IndiGo,27-05-2019,Monday,May,Afternoon,Chennai,Kolkata,MAA → CCU,2,Direct,13:15,15:35,27-05-2019,2h 20m,0,No info,3597,140,No
Air India,09-03-2019,Saturday,March,Morning,Banglore,New Delhi,BLR → CCU → DEL,3,One Stop,11:05,9:15,10-03-2019,22h 10m,1,No info,11077,1330,No
Multiple carriers,27-03-2019,Wednesday,March,Evening,Delhi,Cochin,DEL → BOM → COK,3,One Stop,18:00,1:35,28-03-2019,7h 35m,1,No info,6673,455,No
Air India,09-06-2019,Sunday,June,Afternoon,Delhi,Cochin,DEL → HYD → BOM → COK,4,Two Stops,17:15,19:15,09-06-2019,26h,2,No info,12392,1560,No
Air India,06-03-2019,Wednesday,March,Night,Mumbai,Hyderabad,BOM → MAA → HYD,3,One Stop,5:55,22:00,06-03-2019,16h 5m,1,No info,10366,965,No
Air India,15-06-2019,Saturday,June,Night,Delhi,Cochin,DEL → RPR → NAG → BOM → COK,5,Three Stops,5:15,19:15,15-06-2019,38h,3,No info,10703,2280,No
Air India,09-05-2019,Thursday,May,Morning,Delhi,Cochin,DEL → BLR → COK,3,One Stop,9:45,23:00,09-05-2019,13h 15m,1,No info,7174,795,No
Jet Airways,18-03-2019,Monday,March,Evening,Banglore,New Delhi,BLR → BOM → DEL,3,One Stop,22:50,9:30,19-03-2019,10h 40m,1,In-flight meal not included,11087,640,No
Air Asia,27-04-2019,Saturday,April,Evening,Banglore,Delhi,BLR → DEL,2,Direct,23:55,2:45,28-04-2019,2h 50m,0,No info,3383,170,No
Air India,06-06-2019,Thursday,June,Afternoon,Kolkata,Banglore,CCU → GAU → DEL → BLR,4,Two Stops,16:45,8:55,07-06-2019,16h 10m,2,No info,14960,970,No
Jet Airways,01-05-2019,Wednesday,May,Evening,Kolkata,Banglore,CCU → DEL → BLR,3,One Stop,20:25,9:45,02-05-2019,13h 20m,1,No info,11467,800,No
Multiple carriers,27-03-2019,Wednesday,March,Morning,Delhi,Cochin,DEL → BOM → COK,3,One Stop,9:00,15:30,27-03-2019,6h 30m,1,No info,6673,390,No
Air India,27-06-2019,Thursday,June,Afternoon,Mumbai,Hyderabad,BOM → HYD,2,Direct,13:55,15:25,27-06-2019,1h 30m,0,No info,3100,90,No
Jet Airways,06-03-2019,Wednesday,March,Night,Banglore,New Delhi,BLR → BOM → DEL,3,One Stop,5:45,16:10,06-03-2019,10h 25m,1,No info,16736,625,No
Air India,01-04-2019,Monday,April,Evening,Delhi,Cochin,DEL → MAA → COK,3,One Stop,20:40,9:25,02-04-2019,12h 45m,1,No info,5117,765,No
Jet Airways,21-03-2019,Thursday,March,Morning,Delhi,Cochin,DEL → BDQ → BOM → COK,4,Two Stops,10:45,18:50,21-03-2019,32h 5m,2,No info,11093,1925,No
GoAir,09-06-2019,Sunday,June,Evening,Kolkata,Banglore,CCU → BOM → BLR,3,One Stop,23:30,7:45,10-06-2019,8h 15m,1,No info,6354,495,No
Air India,18-03-2019,Monday,March,Afternoon,Delhi,Cochin,DEL → COK,2,Direct,14:10,17:10,18-03-2019,3h,0,No info,5674,180,No
Jet Airways,27-05-2019,Monday,May,Morning,Delhi,Cochin,DEL → JAI → BOM → COK,4,Two Stops,9:40,4:25,28-05-2019,18h 45m,2,In-flight meal not included,13029,1125,No
Jet Airways,24-06-2019,Monday,June,Evening,Delhi,Cochin,DEL → AMD → BOM → COK,4,Two Stops,23:05,4:25,25-06-2019,29h 20m,2,No info,12819,1760,No
Air India,06-03-2019,Wednesday,March,Morning,Banglore,New Delhi,BLR → BOM → UDR → DEL,4,Two Stops,8:50,16:30,06-03-2019,31h 40m,2,No info,14143,1900,No
IndiGo,18-04-2019,Thursday,April,Morning,Banglore,Delhi,BLR → DEL,2,Direct,8:30,11:20,18-04-2019,2h 50m,0,No info,5740,170,No
GoAir,03-03-2019,Sunday,March,Morning,Banglore,New Delhi,BLR → DEL,2,Direct,11:40,14:35,03-03-2019,2h 55m,0,No info,7646,175,No
